Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,Tm,C_value,CV_C_value
Mahonia,Berberidaceae,Ranunculales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.528288095667373,-0.6037052395104684,0.3703754073571108,0.39598756652104017,0.4917927089150691,-0.20183751836291688,0.1715694968260092,-0.251343849209279,2.221091921802485
Maianthemum,Asparagaceae,Asparagales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.528288095667373,-0.5934927832070107,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-0.073394830170893,0.622337245650042,1.8566846972189266,-1.030377397957063
Maireana,Amaranthaceae,Caryophyllales,-0.17005099979259217,-0.22932324246745514,0.6870063794654686,1.2331794557163263,0.8523263858274703,-0.6506825458724149,0.3703754073571108,1.152081066108073,-2.42864967379914,0.1406763168158143,-2.1275448242851605,-0.3485013414006927,-0.04646765903874597
Malabaila,Apiaceae,Apiales,-0.18384476950921877,-0.36836060575731233,-2.048275877980898,-0.5818451574895072,-0.39615645772462665,-0.6506825458724149,0.3703754073571108,0.5639074943211195,0.4817911925455678,0.6544470695839105,1.6620936519127816,-0.17830955572764087,-0.3159293750123489
Malacothamnus,Malvaceae,Malvales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.3233824238965091,-0.6506825458724149,0.3703754073571108,1.2187952008929985,0.46115869933716463,0.497461561793659,0.1645936103560531,-0.3235318752857729,-0.17945113088786024
Malacothrix,Asteraceae,Asterales,-0.18384476950921877,-0.36836060575731233,-1.7603514295407248,-0.5818451574895072,-0.45803472439148674,-0.6037052395104684,-1.5862969696647162,-0.3447177847187448,0.41181751863475785,-0.073394830170893,0.1715694968260092,0.02585991578918117,0.47092188437833943
Malaxis,Orchidaceae,Asparagales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.528288095667373,1.941359397114203,0.3703754073571108,-1.2496276972860312,0.4917927089150691,0.9256038557670724,-1.0963390480594593,0.5232280355734711,1.8646695583889008
Malcolmia,Brassicaceae,Brassicales,-0.18384476950921877,-0.36836060575731233,-1.7747476522362615,-0.5818451574895072,-0.3666949197178435,-0.6506825458724149,0.33224844768466544,0.6379898122149598,0.47556802771312684,0.6972612989812516,-0.8042340359495638,-0.5048058992223455,-0.8758799053989333
Malope,Malvaceae,Malvales,-0.18384476950921877,-0.36836060575731233,-1.3644553136193065,-0.5818451574895072,-0.3233824238965091,-0.6506825458724149,0.3703754073571108,1.2187952008929985,0.46115869933716463,0.497461561793659,0.1645936103560531,-0.3235318752857729,-0.17945113088786024
Malus,Rosaceae,Rosales,-0.11381486156514967,0.06861395671669665,0.6870063794654686,1.9138136866043858,-0.49299072872321953,-0.6506825458724149,0.3703754073571108,1.2187952008929985,0.4917927089150691,0.2738761411318292,0.7198144085768496,-0.4176785567580441,-0.8552515978770004
Malva,Malvaceae,Malvales,-0.16363529288836842,0.04875147799461537,-1.3644553136193065,-0.5818451574895072,-0.3233824238965091,-0.6506825458724149,0.3703754073571108,1.2187952008929985,0.4917927089150691,0.497461561793659,0.1349514310160044,-0.3828883441214564,-0.7297858339824173
Malvastrum,Malvaceae,Malvales,-0.18384476950921877,-0.36836060575731233,0.0031858151038769173,-0.5818451574895072,-0.3233824238965091,-0.6506825458724149,0.3703754073571108,1.2187952008929985,0.4917927089150691,0.497461561793659,0.1645936103560531,-0.3235318752857729,-0.17945113088786024
